p,b,domain,artifact_type,filename,full_path,cases,seed,max_nodes,restarts,greedy_restarts,processed,solved,failed,expected_canonical,status,aggregate_sha256,elapsed_seconds,verdict,artifact_availability,verification_status
31,17,31:17,summary_only_digest,p31_b17_summary_only_pass.txt,C:\Users\User1\Documents\erdos-475\local_artifacts\summary_only\p31_b17_summary_only_pass.txt,31:17,475,1000000,8,80,3991995,3991995,0,3991995,PASS_SUMMARY_COUNT,e1aa6a80e90560084d5538867d396d03057d1b777cde2e20dd7bcdebf4b4e2cb,42409.89,PASS,summary_only_log,summary_only_deterministic_generation_pass
