line_no,p,B_size,B,trace_depth,state_label,span,i,j,initial_E,initial_P,initial_L,status,escape_depth,path,final_E,final_P,final_L,final_phi,nodes,best_phi,best_depth
1,31,3,1 3 9,3,after_2,2,17,19,1,1,2,escaped,1,"(16,2,18)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
2,31,3,1 3 27,3,after_2,12,10,22,1,1,12,escaped,1,"(7,1,10)",1,1,5,"(1, 1, 5)",1,"(1, 1, 5)",1
3,31,3,1 9 27,3,after_2,11,7,18,1,1,11,escaped,1,"(6,1,7)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
5,31,3,1 9 19,4,after_3,20,7,27,1,1,20,escaped,1,"(1,1,25)",1,1,16,"(1, 1, 16)",1,"(1, 1, 16)",1
6,31,3,1 19 27,3,after_2,5,12,17,1,1,5,escaped,1,"(11,1,12)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
7,31,3,1 3 26,3,after_2,14,11,25,1,1,14,escaped,1,"(10,1,11)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
8,31,3,1 9 26,3,after_2,14,2,16,1,1,14,escaped,1,"(0,1,2)",1,1,4,"(1, 1, 4)",1,"(1, 1, 4)",1
10,31,3,1 19 26,3,after_2,19,4,23,1,1,19,escaped,1,"(3,1,4)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
12,31,3,1 9 16,3,after_2,5,8,13,1,1,5,escaped,1,"(4,1,8)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
13,31,3,1 16 27,3,after_2,23,3,26,1,1,23,escaped,1,"(0,1,3)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
15,31,3,1 16 26,3,after_2,10,8,18,1,1,10,escaped,1,"(7,1,8)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
16,31,3,1 3 17,3,after_1,12,9,21,1,1,12,escaped,1,"(7,1,9)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
16,31,3,1 3 17,3,after_2,12,9,21,1,1,12,escaped,1,"(7,1,9)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
17,31,3,1 9 17,3,after_2,10,17,27,1,1,10,escaped,2,"(16,1,17);(6,1,3)",1,1,8,"(1, 1, 8)",2,"(1, 1, 8)",2
18,31,3,1 17 27,3,after_2,14,10,24,1,1,14,escaped,1,"(9,1,10)",1,1,12,"(1, 1, 12)",1,"(1, 1, 12)",1
20,31,3,1 17 26,3,after_2,25,1,26,1,1,25,escaped,1,"(0,1,1)",1,1,22,"(1, 1, 22)",1,"(1, 1, 22)",1
21,31,3,1 16 17,3,after_2,12,6,18,1,1,12,escaped,1,"(5,1,6)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
22,31,3,1 3 20,3,after_2,13,8,21,1,1,13,escaped,1,"(4,1,8)",1,1,11,"(1, 1, 11)",1,"(1, 1, 11)",1
24,31,3,1 20 27,3,after_2,6,11,17,1,1,6,escaped,1,"(16,1,17)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
26,31,3,1 20 26,3,after_2,14,5,19,1,1,14,escaped,1,"(4,1,5)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
27,31,3,1 16 20,3,after_2,5,11,16,1,1,5,escaped,1,"(9,1,11)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
28,31,3,1 17 20,3,after_2,8,11,19,1,1,8,escaped,1,"(9,1,11)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
29,31,3,1 3 29,3,after_2,24,3,27,1,1,24,escaped,1,"(0,1,25)",1,1,19,"(1, 1, 19)",1,"(1, 1, 19)",1
30,31,3,1 9 29,3,after_2,18,8,26,1,1,18,escaped,1,"(6,1,8)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
31,31,3,1 27 29,3,after_2,7,9,16,1,1,7,escaped,1,"(7,1,9)",1,1,4,"(1, 1, 4)",1,"(1, 1, 4)",1
32,31,3,1 19 29,3,after_2,7,16,23,1,1,7,escaped,1,"(18,1,15)",1,1,6,"(1, 1, 6)",1,"(1, 1, 6)",1
34,31,3,1 16 29,3,after_2,8,17,25,1,1,8,escaped,1,"(16,1,17)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
35,31,3,1 17 29,3,after_1,8,18,26,1,1,8,escaped,1,"(17,1,18)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
35,31,3,1 17 29,3,after_2,8,18,26,1,1,8,escaped,1,"(17,1,18)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
36,31,3,1 20 29,3,after_2,5,22,27,1,1,5,escaped,2,"(21,1,22);(7,1,9)",1,1,3,"(1, 1, 3)",2,"(1, 1, 3)",2
37,31,3,1 3 25,3,after_2,25,1,26,1,1,25,escaped,1,"(0,1,1)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
38,31,3,1 9 25,2,after_1,6,18,24,1,1,6,escaped,1,"(17,1,18)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
41,31,3,1 25 26,3,after_2,8,10,18,1,1,8,escaped,1,"(9,1,10)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
42,31,3,1 16 25,3,after_2,6,18,24,1,1,6,escaped,1,"(17,1,18)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
43,31,3,1 17 25,3,after_2,18,9,27,1,1,18,escaped,1,"(7,1,9)",1,1,5,"(1, 1, 5)",1,"(1, 1, 5)",1
44,31,3,1 20 25,2,after_1,6,19,25,1,1,6,escaped,1,"(17,1,19)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
45,31,3,1 25 29,3,after_2,24,3,27,1,1,24,escaped,1,"(2,1,3)",1,1,7,"(1, 1, 7)",1,"(1, 1, 7)",1
46,31,3,1 3 13,2,after_1,12,9,21,1,1,12,escaped,1,"(7,1,9)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
48,31,3,1 13 27,3,after_2,6,10,16,1,1,6,escaped,1,"(15,1,16)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
49,31,3,1 13 19,3,after_2,19,7,26,1,1,19,escaped,1,"(5,1,7)",1,1,16,"(1, 1, 16)",1,"(1, 1, 16)",1
51,31,3,1 13 16,3,after_2,6,13,19,1,1,6,escaped,1,"(12,1,13)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
52,31,3,1 13 17,3,after_1,12,8,20,1,1,12,escaped,1,"(6,1,8)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
52,31,3,1 13 17,3,after_2,12,8,20,1,1,12,escaped,1,"(6,1,8)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
54,31,3,1 13 29,3,after_1,8,18,26,1,1,8,escaped,1,"(17,1,18)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
54,31,3,1 13 29,3,after_2,8,18,26,1,1,8,escaped,1,"(17,1,18)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
55,31,3,1 13 25,2,after_1,6,18,24,1,1,6,escaped,1,"(17,1,18)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
56,31,3,1 3 8,3,after_2,7,10,17,1,1,7,escaped,1,"(13,1,17)",1,1,5,"(1, 1, 5)",1,"(1, 1, 5)",1
57,31,3,1 8 9,3,after_2,7,11,18,1,1,7,escaped,1,"(10,1,11)",1,1,6,"(1, 1, 6)",1,"(1, 1, 6)",1
59,31,3,1 8 19,3,after_2,19,7,26,1,1,19,escaped,1,"(1,1,21)",1,1,10,"(1, 1, 10)",1,"(1, 1, 10)",1
60,31,3,1 8 26,3,after_2,12,8,20,1,1,12,escaped,1,"(6,1,8)",1,1,11,"(1, 1, 11)",1,"(1, 1, 11)",1
61,31,3,1 8 16,3,after_2,7,17,24,1,1,7,escaped,1,"(16,1,17)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
62,31,3,1 8 17,3,after_2,9,3,12,1,1,9,escaped,1,"(2,1,3)",1,1,4,"(1, 1, 4)",1,"(1, 1, 4)",1
63,31,3,1 8 20,3,after_2,2,9,11,1,1,2,escaped,1,"(10,1,11)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
65,31,3,1 8 25,3,after_2,8,15,23,1,1,8,escaped,1,"(22,1,23)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
66,31,3,1 8 13,3,after_2,8,10,18,1,1,8,escaped,1,"(17,1,18)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
68,31,3,1 9 24,3,after_2,9,11,20,1,1,9,escaped,1,"(8,1,13)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
71,31,3,1 24 26,3,after_2,5,16,21,1,1,5,escaped,1,"(15,1,16)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
72,31,3,1 16 24,3,after_2,3,24,27,1,1,3,escaped,2,"(22,1,24);(11,1,12)",0,0,0,"(0, 0, 0)",3,"(0, 0, 0)",2
73,31,3,1 17 24,3,after_2,5,17,22,1,1,5,escaped,1,"(19,1,15)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
75,31,3,1 24 29,3,after_2,16,10,26,1,1,16,escaped,1,"(9,1,10)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
76,31,3,1 24 25,3,after_2,20,1,21,1,1,20,escaped,1,"(0,1,1)",1,1,17,"(1, 1, 17)",1,"(1, 1, 17)",1
77,31,3,1 13 24,3,after_2,13,3,16,1,1,13,escaped,1,"(2,1,3)",1,1,8,"(1, 1, 8)",1,"(1, 1, 8)",1
78,31,3,1 8 24,3,after_2,16,8,24,1,1,16,escaped,1,"(4,1,8)",1,1,5,"(1, 1, 5)",1,"(1, 1, 5)",1
82,31,3,1 10 19,3,after_2,8,16,24,1,1,8,escaped,1,"(17,1,15)",1,1,5,"(1, 1, 5)",1,"(1, 1, 5)",1
85,31,3,1 10 17,3,after_2,5,18,23,1,1,5,escaped,1,"(17,1,18)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
86,31,3,1 10 20,3,after_1,5,22,27,1,1,5,escaped,2,"(17,1,22);(10,1,13)",0,0,0,"(0, 0, 0)",2,"(0, 0, 0)",2
86,31,3,1 10 20,3,after_2,15,11,26,1,1,15,escaped,1,"(8,1,11)",1,1,14,"(1, 1, 14)",1,"(1, 1, 14)",1
87,31,3,1 10 29,3,after_2,7,20,27,1,1,7,escaped,1,"(16,2,24)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
90,31,3,1 8 10,3,after_2,4,19,23,1,1,4,escaped,1,"(22,1,23)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
91,31,3,1 10 24,3,after_2,8,15,23,1,1,8,escaped,1,"(13,1,15)",1,1,5,"(1, 1, 5)",1,"(1, 1, 5)",1
92,31,3,1 3 30,2,after_1,12,9,21,1,1,12,escaped,1,"(7,1,9)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
93,31,3,1 9 30,3,after_2,14,6,20,1,1,14,escaped,1,"(5,1,6)",1,1,8,"(1, 1, 8)",1,"(1, 1, 8)",1
94,31,3,1 27 30,3,after_2,6,10,16,1,1,6,escaped,1,"(15,1,16)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
95,31,3,1 19 30,3,after_2,19,7,26,1,1,19,escaped,1,"(5,1,7)",1,1,16,"(1, 1, 16)",1,"(1, 1, 16)",1
97,31,3,1 16 30,3,after_2,6,13,19,1,1,6,escaped,1,"(12,1,13)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
98,31,3,1 17 30,3,after_1,12,8,20,1,1,12,escaped,1,"(6,1,8)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
98,31,3,1 17 30,3,after_2,12,8,20,1,1,12,escaped,1,"(6,1,8)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
99,31,3,1 20 30,3,after_2,3,19,22,1,1,3,escaped,1,"(18,1,19)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
100,31,3,1 29 30,3,after_1,4,17,21,1,1,4,escaped,2,"(16,1,17);(3,1,4)",0,0,0,"(0, 0, 0)",2,"(0, 0, 0)",2
100,31,3,1 29 30,3,after_2,4,17,21,1,1,4,escaped,1,"(16,1,17)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
101,31,3,1 25 30,3,after_2,13,7,20,1,1,13,escaped,1,"(5,1,7)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
102,31,3,1 13 30,3,after_1,12,8,20,1,1,12,escaped,1,"(6,1,8)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
102,31,3,1 13 30,3,after_2,12,8,20,1,1,12,escaped,1,"(6,1,8)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
103,31,3,1 8 30,3,after_2,8,10,18,1,1,8,escaped,1,"(17,1,18)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
104,31,3,1 24 30,3,after_2,13,3,16,1,1,13,escaped,1,"(2,1,3)",1,1,8,"(1, 1, 8)",1,"(1, 1, 8)",1
106,31,3,1 9 28,3,after_2,12,10,22,1,1,12,escaped,1,"(9,1,10)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
107,31,3,1 27 28,3,after_2,15,8,23,1,1,15,escaped,1,"(7,1,8)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
108,31,3,1 19 28,3,after_2,8,10,18,1,1,8,escaped,1,"(9,1,10)",1,1,7,"(1, 1, 7)",1,"(1, 1, 7)",1
109,31,3,1 26 28,3,after_2,12,8,20,1,1,12,escaped,1,"(6,1,8)",1,1,11,"(1, 1, 11)",1,"(1, 1, 11)",1
110,31,3,1 16 28,3,after_2,10,10,20,1,1,10,escaped,1,"(9,1,10)",1,1,8,"(1, 1, 8)",1,"(1, 1, 8)",1
111,31,3,1 17 28,3,after_2,19,4,23,1,1,19,escaped,1,"(2,1,4)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
112,31,3,1 20 28,3,after_2,11,14,25,1,1,11,escaped,1,"(13,1,14)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
113,31,3,1 28 29,3,after_2,13,1,14,1,1,13,escaped,1,"(13,1,14)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
115,31,3,1 13 28,3,after_2,19,4,23,1,1,19,escaped,1,"(2,1,4)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
117,31,3,1 24 28,3,after_2,17,5,22,1,1,17,escaped,1,"(6,1,4)",1,1,5,"(1, 1, 5)",1,"(1, 1, 5)",1
118,31,3,1 19 22,3,after_2,6,1,7,1,1,6,escaped,1,"(6,1,7)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
119,31,3,1 22 26,3,after_2,11,16,27,1,1,11,escaped,1,"(14,1,16)",1,1,5,"(1, 1, 5)",1,"(1, 1, 5)",1
126,31,3,1 8 22,3,after_2,20,5,25,1,1,20,escaped,1,"(0,1,23)",1,1,9,"(1, 1, 9)",1,"(1, 1, 9)",1
127,31,3,1 4 16,3,after_2,5,21,26,1,1,5,escaped,1,"(23,1,26)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
129,31,3,1 4 20,2,after_1,5,22,27,1,1,5,escaped,2,"(20,1,22);(20,1,21)",1,1,3,"(1, 1, 3)",2,"(1, 1, 3)",2
130,31,3,1 4 29,3,after_1,17,4,21,1,1,17,escaped,1,"(5,1,3)",1,1,12,"(1, 1, 12)",1,"(1, 1, 12)",1
130,31,3,1 4 29,3,after_2,20,4,24,1,1,20,escaped,1,"(3,1,4)",1,1,17,"(1, 1, 17)",1,"(1, 1, 17)",1
132,31,3,1 4 13,3,after_1,5,21,26,1,1,5,escaped,2,"(19,1,21);(10,1,12)",1,1,3,"(1, 1, 3)",2,"(1, 1, 3)",2
132,31,3,1 4 13,3,after_2,5,21,26,1,1,5,escaped,1,"(20,1,21)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
133,31,3,1 12 20,3,after_2,14,5,19,1,1,14,escaped,1,"(7,1,4)",1,1,12,"(1, 1, 12)",1,"(1, 1, 12)",1
135,31,3,1 12 25,3,after_2,3,2,5,1,1,3,escaped,1,"(1,1,2)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
136,31,3,1 5 25,3,after_2,3,6,9,1,1,3,escaped,1,"(5,1,6)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
139,31,4,1 3 19 27,3,after_2,3,10,13,1,1,3,escaped,1,"(9,1,10)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
140,31,4,1 9 19 27,3,after_2,10,14,24,1,1,10,escaped,1,"(12,1,14)",1,1,4,"(1, 1, 4)",1,"(1, 1, 4)",1
141,31,4,1 3 9 26,3,after_2,10,9,19,1,1,10,escaped,1,"(8,1,9)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
143,31,4,1 9 26 27,3,after_2,11,10,21,1,1,11,escaped,1,"(8,1,10)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
144,31,4,1 3 19 26,3,after_2,7,11,18,1,1,7,escaped,1,"(10,1,11)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
145,31,4,1 9 19 26,3,after_2,5,12,17,1,1,5,escaped,1,"(11,1,12)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
146,31,4,1 19 26 27,3,after_2,3,9,12,1,1,3,escaped,1,"(8,1,9)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
147,31,4,1 3 9 16,3,after_2,24,1,25,1,1,24,escaped,1,"(0,1,1)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
149,31,4,1 9 16 27,3,after_2,21,3,24,1,1,21,escaped,1,"(2,1,3)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
150,31,4,1 3 16 19,3,after_2,2,16,18,1,1,2,escaped,1,"(16,1,18)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
151,31,4,1 9 16 19,3,after_2,3,6,9,1,1,3,escaped,1,"(7,1,9)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
152,31,4,1 16 19 27,3,after_2,3,12,15,1,1,3,escaped,1,"(11,1,12)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
154,31,4,1 9 16 26,3,after_2,8,10,18,1,1,8,escaped,1,"(9,1,10)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
156,31,4,1 16 19 26,3,after_2,5,12,17,1,1,5,escaped,1,"(11,1,12)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
159,31,4,1 9 17 27,3,after_2,22,2,24,1,1,22,escaped,1,"(1,1,2)",1,1,21,"(1, 1, 21)",1,"(1, 1, 21)",1
160,31,4,1 3 17 19,3,after_2,22,4,26,1,1,22,escaped,1,"(1,1,24)",1,1,4,"(1, 1, 4)",1,"(1, 1, 4)",1
161,31,4,1 9 17 19,3,after_2,9,11,20,1,1,9,escaped,1,"(6,1,11)",1,1,7,"(1, 1, 7)",1,"(1, 1, 7)",1
162,31,4,1 17 19 27,3,after_2,19,7,26,1,1,19,escaped,1,"(5,1,7)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
165,31,4,1 17 26 27,3,after_2,6,9,15,1,1,6,escaped,1,"(8,1,9)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
166,31,4,1 17 19 26,3,after_2,3,17,20,1,1,3,escaped,1,"(18,1,20)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
167,31,4,1 3 16 17,2,after_1,9,10,19,1,1,9,escaped,1,"(9,1,10)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
168,31,4,1 9 16 17,2,after_1,9,8,17,1,1,9,escaped,1,"(7,1,8)",1,1,6,"(1, 1, 6)",1,"(1, 1, 6)",1
169,31,4,1 16 17 27,3,after_2,23,2,25,1,1,23,escaped,1,"(0,1,2)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
171,31,4,1 16 17 26,3,after_2,8,7,15,1,1,8,escaped,1,"(6,1,7)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
173,31,4,1 3 20 27,2,after_1,5,16,21,1,1,5,escaped,1,"(17,1,14)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
174,31,4,1 9 20 27,3,after_2,11,7,18,1,1,11,escaped,1,"(6,1,7)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
176,31,4,1 9 19 20,3,after_2,8,18,26,1,1,8,escaped,1,"(15,1,19)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
177,31,4,1 19 20 27,3,after_2,12,14,26,1,1,12,escaped,1,"(12,1,14)",1,1,11,"(1, 1, 11)",1,"(1, 1, 11)",1
178,31,4,1 3 20 26,3,after_2,10,2,12,1,1,10,escaped,1,"(1,1,2)",1,1,8,"(1, 1, 8)",1,"(1, 1, 8)",1
179,31,4,1 9 20 26,3,after_2,3,22,25,1,1,3,escaped,1,"(20,1,22)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
181,31,4,1 19 20 26,3,after_2,21,2,23,1,1,21,escaped,1,"(1,1,2)",1,1,9,"(1, 1, 9)",1,"(1, 1, 9)",1
182,31,4,1 3 16 20,3,after_2,19,4,23,1,1,19,escaped,1,"(1,1,4)",1,1,14,"(1, 1, 14)",1,"(1, 1, 14)",1
183,31,4,1 9 16 20,3,after_2,13,8,21,1,1,13,escaped,1,"(6,1,8)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
184,31,4,1 16 20 27,3,after_2,23,3,26,1,1,23,escaped,1,"(0,1,3)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
186,31,4,1 16 20 26,3,after_2,2,18,20,1,1,2,escaped,1,"(17,1,18)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
190,31,4,1 17 19 20,3,after_2,5,21,26,1,1,5,escaped,1,"(20,1,21)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
191,31,4,1 17 20 26,3,after_2,21,4,25,1,1,21,escaped,1,"(3,1,4)",1,1,14,"(1, 1, 14)",1,"(1, 1, 14)",1
195,31,4,1 9 27 29,3,after_2,19,5,24,1,1,19,escaped,1,"(3,1,5)",1,1,13,"(1, 1, 13)",1,"(1, 1, 13)",1
196,31,4,1 3 19 29,3,after_2,18,3,21,1,1,18,escaped,1,"(2,1,3)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
198,31,4,1 19 27 29,3,after_2,21,1,22,1,1,21,escaped,1,"(0,1,1)",1,1,8,"(1, 1, 8)",1,"(1, 1, 8)",1
199,31,4,1 3 26 29,3,after_2,9,12,21,1,1,9,escaped,1,"(15,1,10)",1,1,8,"(1, 1, 8)",1,"(1, 1, 8)",1
201,31,4,1 26 27 29,3,after_2,13,2,15,1,1,13,escaped,1,"(0,1,2)",1,1,11,"(1, 1, 11)",1,"(1, 1, 11)",1
202,31,4,1 19 26 29,3,after_2,9,5,14,1,1,9,escaped,1,"(3,1,5)",1,1,6,"(1, 1, 6)",1,"(1, 1, 6)",1
203,31,4,1 3 16 29,3,after_2,18,8,26,1,1,18,escaped,1,"(5,1,8)",1,1,7,"(1, 1, 7)",1,"(1, 1, 7)",1
206,31,4,1 16 19 29,3,after_2,3,13,16,1,1,3,escaped,1,"(15,1,16)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
207,31,4,1 16 26 29,3,after_2,4,16,20,1,1,4,escaped,1,"(17,1,15)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
208,31,4,1 3 17 29,3,after_2,9,17,26,1,1,9,escaped,1,"(16,1,17)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
209,31,4,1 9 17 29,3,after_2,18,7,25,1,1,18,escaped,1,"(5,1,7)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
210,31,4,1 17 27 29,3,after_2,17,4,21,1,1,17,escaped,1,"(2,1,4)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
211,31,4,1 17 19 29,3,after_2,10,11,21,1,1,10,escaped,1,"(10,1,11)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
212,31,4,1 17 26 29,3,after_2,4,16,20,1,1,4,escaped,1,"(17,1,14)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
213,31,4,1 16 17 29,2,after_1,8,17,25,1,1,8,escaped,1,"(16,1,17)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
215,31,4,1 9 20 29,3,after_2,13,12,25,1,1,13,escaped,1,"(10,1,12)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
217,31,4,1 19 20 29,3,after_2,11,10,21,1,1,11,escaped,1,"(6,1,10)",1,1,9,"(1, 1, 9)",1,"(1, 1, 9)",1
218,31,4,1 20 26 29,3,after_2,7,12,19,1,1,7,escaped,1,"(10,1,12)",1,1,2,"(1, 1, 2)",1,"(1, 1, 2)",1
222,31,4,1 3 25 27,3,after_2,5,14,19,1,1,5,escaped,1,"(16,1,13)",1,1,4,"(1, 1, 4)",1,"(1, 1, 4)",1
223,31,4,1 9 25 27,3,after_2,11,5,16,1,1,11,escaped,1,"(7,1,4)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
224,31,4,1 3 19 25,4,after_2,3,9,12,1,1,3,escaped,2,"(6,1,9);(18,1,19)",0,0,0,"(0, 0, 0)",5,"(0, 0, 0)",2
224,31,4,1 3 19 25,4,after_3,11,8,19,1,1,11,escaped,1,"(7,1,8)",1,1,9,"(1, 1, 9)",1,"(1, 1, 9)",1
225,31,4,1 9 19 25,3,after_2,3,4,7,1,1,3,escaped,1,"(2,1,4)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
227,31,4,1 3 25 26,3,after_2,8,9,17,1,1,8,escaped,1,"(6,1,10)",1,1,7,"(1, 1, 7)",1,"(1, 1, 7)",1
228,31,4,1 9 25 26,3,after_2,6,17,23,1,1,6,escaped,1,"(16,1,17)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
229,31,4,1 25 26 27,3,after_2,8,11,19,1,1,8,escaped,1,"(12,1,10)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
230,31,4,1 19 25 26,3,after_2,5,11,16,1,1,5,escaped,1,"(9,1,11)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
232,31,4,1 9 16 25,3,after_2,9,11,20,1,1,9,escaped,1,"(10,1,11)",1,1,5,"(1, 1, 5)",1,"(1, 1, 5)",1
233,31,4,1 16 25 27,3,after_2,12,14,26,1,1,12,escaped,1,"(13,1,14)",1,1,6,"(1, 1, 6)",1,"(1, 1, 6)",1
234,31,4,1 16 19 25,3,after_2,3,6,9,1,1,3,escaped,1,"(8,1,9)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
235,31,4,1 16 25 26,3,after_2,22,4,26,1,1,22,escaped,1,"(0,1,22)",1,1,12,"(1, 1, 12)",1,"(1, 1, 12)",1
237,31,4,1 9 17 25,3,after_2,20,3,23,1,1,20,escaped,1,"(1,1,3)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
239,31,4,1 17 19 25,3,after_2,10,10,20,1,1,10,escaped,1,"(5,1,10)",1,1,7,"(1, 1, 7)",1,"(1, 1, 7)",1
240,31,4,1 17 25 26,3,after_2,8,11,19,1,1,8,escaped,1,"(10,1,11)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
