line_no,p,B_size,B,trace_depth,state_label,span,i,j,initial_E,initial_P,initial_L,status,escape_depth,path,final_E,final_P,final_L,final_phi,nodes,best_phi,best_depth
12432,31,6,1 4 8 25 26 29,2,after_1,12,10,22,1,1,12,escaped,1,"(9,1,10)",1,1,11,"(1, 1, 11)",1,"(1, 1, 11)",1
12433,31,6,1 4 8 16 25 29,2,after_1,9,14,23,1,1,9,escaped,1,"(13,1,14)",1,1,6,"(1, 1, 6)",1,"(1, 1, 6)",1
12435,31,6,1 4 8 20 25 29,2,after_1,12,11,23,1,1,12,escaped,1,"(9,1,11)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
12436,31,6,1 3 4 8 9 13,2,after_1,16,5,21,1,1,16,escaped,1,"(3,1,5)",1,1,14,"(1, 1, 14)",1,"(1, 1, 14)",1
12439,31,6,1 3 4 8 13 19,2,after_1,6,5,11,1,1,6,escaped,1,"(2,1,5)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
12443,31,6,1 4 8 9 13 26,2,after_1,13,2,15,1,1,13,escaped,1,"(0,1,2)",1,1,5,"(1, 1, 5)",1,"(1, 1, 5)",1
12445,31,6,1 4 8 13 19 26,3,after_2,8,8,16,1,1,8,escaped,1,"(7,1,8)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
12447,31,6,1 4 8 9 13 16,2,after_1,8,10,18,1,1,8,escaped,1,"(6,1,11)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
12449,31,6,1 4 8 13 16 19,3,after_2,11,5,16,1,1,11,escaped,1,"(3,1,5)",1,1,10,"(1, 1, 10)",1,"(1, 1, 10)",1
12451,31,6,1 3 4 8 13 17,2,after_1,8,10,18,1,1,8,escaped,1,"(6,1,10)",1,1,4,"(1, 1, 4)",1,"(1, 1, 4)",1
12452,31,6,1 4 8 9 13 17,2,after_1,8,9,17,1,1,8,escaped,1,"(7,1,9)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
12453,31,6,1 4 8 13 17 27,2,after_1,11,8,19,1,1,11,escaped,1,"(6,1,8)",1,1,5,"(1, 1, 5)",1,"(1, 1, 5)",1
12459,31,6,1 4 8 13 20 27,2,after_1,12,5,17,1,1,12,escaped,1,"(2,1,6)",1,1,8,"(1, 1, 8)",1,"(1, 1, 8)",1
12460,31,6,1 4 8 13 19 20,2,after_1,3,8,11,1,1,3,escaped,1,"(2,1,8)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
12463,31,6,1 4 8 13 17 20,2,after_1,8,10,18,1,1,8,escaped,1,"(9,1,10)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
12464,31,6,1 3 4 8 13 29,2,after_1,18,5,23,1,1,18,escaped,1,"(4,1,5)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
12465,31,6,1 4 8 9 13 29,2,after_1,10,2,12,1,1,10,escaped,1,"(0,1,2)",1,1,9,"(1, 1, 9)",1,"(1, 1, 9)",1
12467,31,6,1 4 8 13 19 29,3,after_2,10,10,20,1,1,10,escaped,1,"(6,1,10)",1,1,4,"(1, 1, 4)",1,"(1, 1, 4)",1
12470,31,6,1 4 8 13 17 29,2,after_1,17,6,23,1,1,17,escaped,1,"(5,1,6)",1,1,15,"(1, 1, 15)",1,"(1, 1, 15)",1
12471,31,6,1 4 8 13 20 29,2,after_1,7,7,14,1,1,7,escaped,1,"(5,1,7)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
12474,31,6,1 4 8 13 25 27,2,after_1,12,4,16,1,1,12,escaped,1,"(2,1,4)",1,1,10,"(1, 1, 10)",1,"(1, 1, 10)",1
12475,31,6,1 4 8 13 19 25,2,after_1,11,5,16,1,1,11,escaped,1,"(4,1,5)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
12478,31,6,1 4 8 13 17 25,2,after_1,8,9,17,1,1,8,escaped,1,"(8,1,9)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
12479,31,6,1 4 8 13 20 25,2,after_1,8,10,18,1,1,8,escaped,1,"(9,1,10)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
12482,31,6,1 3 4 9 19 24,3,after_2,5,18,23,1,1,5,escaped,1,"(17,1,18)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
12484,31,6,1 4 9 19 24 27,3,after_2,21,1,22,1,1,21,escaped,1,"(0,1,1)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
12487,31,6,1 4 9 24 26 27,3,after_2,10,8,18,1,1,10,escaped,1,"(5,1,8)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
12490,31,6,1 4 19 24 26 27,3,after_2,3,18,21,1,1,3,escaped,1,"(18,1,21)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
12493,31,6,1 4 9 16 24 27,3,after_2,3,18,21,1,1,3,escaped,1,"(17,2,19)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
12496,31,6,1 4 16 19 24 27,3,after_2,13,6,19,1,1,13,escaped,1,"(5,1,6)",1,1,5,"(1, 1, 5)",1,"(1, 1, 5)",1
12498,31,6,1 4 9 16 24 26,3,after_2,3,18,21,1,1,3,escaped,1,"(18,1,12)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
12504,31,6,1 3 4 17 19 24,2,after_1,16,7,23,1,1,16,escaped,1,"(5,1,7)",1,1,7,"(1, 1, 7)",1,"(1, 1, 7)",1
12506,31,6,1 4 17 19 24 27,3,after_2,3,21,24,1,1,3,escaped,1,"(20,1,21)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
12509,31,6,1 4 17 24 26 27,2,after_1,4,19,23,1,1,4,escaped,1,"(18,1,19)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
12511,31,6,1 3 4 16 17 24,2,after_1,8,10,18,1,1,8,escaped,1,"(8,1,10)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
12512,31,6,1 4 9 16 17 24,2,after_1,8,8,16,1,1,8,escaped,1,"(4,1,9)",1,1,5,"(1, 1, 5)",1,"(1, 1, 5)",1
12520,31,6,1 4 9 19 20 24,3,after_2,3,7,10,1,1,3,escaped,1,"(3,1,7)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
12521,31,6,1 4 19 20 24 27,3,after_2,3,19,22,1,1,3,escaped,1,"(21,1,22)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
12528,31,6,1 4 16 20 24 27,3,after_2,6,8,14,1,1,6,escaped,1,"(9,1,6)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
12530,31,6,1 4 16 20 24 26,2,after_1,3,19,22,1,1,3,escaped,1,"(19,1,22)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
12531,31,6,1 3 4 17 20 24,2,after_1,16,3,19,1,1,16,escaped,1,"(2,1,3)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
12534,31,6,1 4 17 19 20 24,3,after_2,3,20,23,1,1,3,escaped,1,"(19,1,20)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
12535,31,6,1 4 17 20 24 26,2,after_1,11,11,22,1,1,11,escaped,1,"(10,1,11)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
12536,31,6,1 4 16 17 20 24,2,after_1,3,19,22,1,1,3,escaped,1,"(21,1,22)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
12538,31,6,1 3 4 24 27 29,2,after_1,13,7,20,1,1,13,escaped,1,"(3,1,7)",1,1,8,"(1, 1, 8)",1,"(1, 1, 8)",1
12545,31,6,1 4 24 26 27 29,3,after_2,6,4,10,1,1,6,escaped,1,"(3,1,4)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
12546,31,6,1 4 19 24 26 29,2,after_1,3,18,21,1,1,3,escaped,1,"(17,1,18)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
12547,31,6,1 3 4 16 24 29,2,after_1,3,9,12,1,1,3,escaped,1,"(9,2,11)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
12548,31,6,1 4 9 16 24 29,2,after_1,9,14,23,1,1,9,escaped,1,"(13,1,14)",1,1,6,"(1, 1, 6)",1,"(1, 1, 6)",1
12550,31,6,1 4 16 19 24 29,2,after_1,13,6,19,1,1,13,escaped,1,"(2,1,11)",1,1,6,"(1, 1, 6)",1,"(1, 1, 6)",1
12552,31,6,1 3 4 17 24 29,2,after_1,18,5,23,1,1,18,escaped,1,"(2,1,19)",1,1,5,"(1, 1, 5)",1,"(1, 1, 5)",1
12555,31,6,1 4 17 19 24 29,2,after_1,3,18,21,1,1,3,escaped,1,"(17,1,18)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
12557,31,6,1 4 16 17 24 29,2,after_1,3,18,21,1,1,3,escaped,1,"(19,1,21)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
12558,31,6,1 3 4 20 24 29,2,after_1,17,1,18,1,1,17,escaped,1,"(0,1,1)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
12559,31,6,1 4 9 20 24 29,2,after_1,10,4,14,1,1,10,escaped,1,"(7,1,14)",1,1,6,"(1, 1, 6)",1,"(1, 1, 6)",1
12564,31,6,1 4 17 20 24 29,2,after_1,3,19,22,1,1,3,escaped,2,"(17,1,19);(8,1,13)",0,0,0,"(0, 0, 0)",3,"(0, 0, 0)",2
12566,31,6,1 3 4 24 25 27,3,after_2,3,9,12,1,1,3,escaped,1,"(10,1,7)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
12576,31,6,1 4 9 16 24 25,3,after_2,3,17,20,1,1,3,escaped,1,"(19,1,20)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
12578,31,6,1 4 16 19 24 25,3,after_2,4,1,5,1,1,4,escaped,1,"(6,1,4)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
12581,31,6,1 4 9 17 24 25,3,after_2,8,6,14,1,1,8,escaped,1,"(4,1,6)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
12582,31,6,1 4 17 24 25 27,3,after_2,16,4,20,1,1,16,escaped,1,"(3,1,4)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
12583,31,6,1 4 17 19 24 25,3,after_2,10,12,22,1,1,10,escaped,1,"(10,1,12)",1,1,5,"(1, 1, 5)",1,"(1, 1, 5)",1
12585,31,6,1 4 16 17 24 25,3,after_2,3,17,20,1,1,3,escaped,1,"(19,1,20)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
12586,31,6,1 3 4 20 24 25,2,after_1,8,13,21,1,1,8,escaped,1,"(11,1,13)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
12589,31,6,1 4 19 20 24 25,3,after_2,3,19,22,1,1,3,escaped,1,"(21,1,22)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
12592,31,6,1 4 17 20 24 25,2,after_1,8,8,16,1,1,8,escaped,1,"(4,1,9)",1,1,5,"(1, 1, 5)",1,"(1, 1, 5)",1
12593,31,6,1 3 4 24 25 29,2,after_1,18,5,23,1,1,18,escaped,1,"(1,1,19)",1,1,4,"(1, 1, 4)",1,"(1, 1, 4)",1
12596,31,6,1 4 19 24 25 29,2,after_1,12,1,13,1,1,12,escaped,1,"(0,1,1)",1,1,7,"(1, 1, 7)",1,"(1, 1, 7)",1
12599,31,6,1 4 17 24 25 29,2,after_1,9,14,23,1,1,9,escaped,1,"(13,1,14)",1,1,6,"(1, 1, 6)",1,"(1, 1, 6)",1
12600,31,6,1 4 20 24 25 29,2,after_1,9,15,24,1,1,9,escaped,1,"(13,1,15)",1,1,8,"(1, 1, 8)",1,"(1, 1, 8)",1
12604,31,6,1 3 4 13 19 24,2,after_1,16,7,23,1,1,16,escaped,1,"(5,1,7)",1,1,7,"(1, 1, 7)",1,"(1, 1, 7)",1
12606,31,6,1 4 13 19 24 27,3,after_2,3,9,12,1,1,3,escaped,1,"(8,1,9)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
12611,31,6,1 3 4 13 16 24,2,after_1,12,1,13,1,1,12,escaped,1,"(5,1,0)",1,1,11,"(1, 1, 11)",1,"(1, 1, 11)",1
12612,31,6,1 4 9 13 16 24,3,after_2,9,14,23,1,1,9,escaped,1,"(13,1,14)",1,1,6,"(1, 1, 6)",1,"(1, 1, 6)",1
12613,31,6,1 4 13 16 24 27,3,after_2,6,7,13,1,1,6,escaped,1,"(8,1,5)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
12614,31,6,1 4 13 16 19 24,3,after_2,11,3,14,1,1,11,escaped,1,"(2,1,3)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
12616,31,6,1 3 4 13 17 24,2,after_1,16,2,18,1,1,16,escaped,1,"(1,1,2)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
12618,31,6,1 4 13 17 24 27,2,after_1,19,4,23,1,1,19,escaped,1,"(0,1,17)",1,1,16,"(1, 1, 16)",1,"(1, 1, 16)",1
12621,31,6,1 4 13 16 17 24,2,after_1,3,18,21,1,1,3,escaped,1,"(18,1,14)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
12622,31,6,1 3 4 13 20 24,2,after_1,16,3,19,1,1,16,escaped,1,"(2,1,3)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
12625,31,6,1 4 13 19 20 24,3,after_2,8,11,19,1,1,8,escaped,1,"(10,1,11)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
12627,31,6,1 4 13 16 20 24,2,after_1,3,19,22,1,1,3,escaped,2,"(13,1,14);(17,1,19)",0,0,0,"(0, 0, 0)",2,"(0, 0, 0)",2
12628,31,6,1 4 13 17 20 24,2,after_1,8,11,19,1,1,8,escaped,1,"(10,1,11)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
12629,31,6,1 3 4 13 24 29,2,after_1,4,20,24,1,1,4,escaped,1,"(19,1,20)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
12632,31,6,1 4 13 19 24 29,2,after_1,11,7,18,1,1,11,escaped,1,"(3,1,7)",1,1,9,"(1, 1, 9)",1,"(1, 1, 9)",1
12634,31,6,1 4 13 16 24 29,2,after_1,3,16,19,1,1,3,escaped,1,"(15,1,16)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
12635,31,6,1 4 13 17 24 29,2,after_1,3,18,21,1,1,3,escaped,1,"(20,1,17)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
12636,31,6,1 4 13 20 24 29,2,after_1,17,3,20,1,1,17,escaped,1,"(2,1,3)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
12637,31,6,1 3 4 13 24 25,2,after_1,9,8,17,1,1,9,escaped,1,"(7,1,8)",1,1,4,"(1, 1, 4)",1,"(1, 1, 4)",1
12639,31,6,1 4 13 24 25 27,3,after_2,16,4,20,1,1,16,escaped,1,"(3,1,4)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
12642,31,6,1 4 13 16 24 25,2,after_1,3,18,21,1,1,3,escaped,1,"(18,1,14)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
12643,31,6,1 4 13 17 24 25,2,after_1,8,7,15,1,1,8,escaped,1,"(3,1,7)",1,1,4,"(1, 1, 4)",1,"(1, 1, 4)",1
12645,31,6,1 4 13 24 25 29,2,after_1,9,14,23,1,1,9,escaped,1,"(13,1,14)",1,1,6,"(1, 1, 6)",1,"(1, 1, 6)",1
12646,31,6,1 3 4 8 9 24,3,after_2,15,5,20,1,1,15,escaped,1,"(4,1,5)",1,1,8,"(1, 1, 8)",1,"(1, 1, 8)",1
12657,31,6,1 4 8 9 16 24,2,after_1,8,8,16,1,1,8,escaped,1,"(5,1,8)",1,1,4,"(1, 1, 4)",1,"(1, 1, 4)",1
12660,31,6,1 4 8 16 24 26,3,after_2,3,21,24,1,1,3,escaped,1,"(20,1,21)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
12661,31,6,1 3 4 8 17 24,2,after_1,5,18,23,1,1,5,escaped,1,"(16,1,18)",1,1,4,"(1, 1, 4)",1,"(1, 1, 4)",1
12663,31,6,1 4 8 17 24 27,3,after_2,7,6,13,1,1,7,escaped,1,"(4,1,6)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
12665,31,6,1 4 8 17 24 26,3,after_2,3,18,21,1,1,3,escaped,1,"(20,1,21)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
12667,31,6,1 3 4 8 20 24,2,after_1,8,13,21,1,1,8,escaped,1,"(12,1,13)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
12669,31,6,1 4 8 20 24 27,2,after_1,10,1,11,1,1,10,escaped,1,"(10,1,11)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
12671,31,6,1 4 8 20 24 26,3,after_2,3,19,22,1,1,3,escaped,1,"(20,1,22)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
12673,31,6,1 4 8 17 20 24,3,after_2,14,8,22,1,1,14,escaped,1,"(2,1,8)",1,1,8,"(1, 1, 8)",1,"(1, 1, 8)",1
12675,31,6,1 4 8 9 24 29,2,after_1,3,18,21,1,1,3,escaped,2,"(16,1,18);(15,1,18)",0,0,0,"(0, 0, 0)",3,"(0, 0, 0)",2
12680,31,6,1 4 8 17 24 29,2,after_1,9,14,23,1,1,9,escaped,1,"(13,1,14)",1,1,6,"(1, 1, 6)",1,"(1, 1, 6)",1
12682,31,6,1 3 4 8 24 25,2,after_1,5,18,23,1,1,5,escaped,1,"(17,1,18)",1,1,4,"(1, 1, 4)",1,"(1, 1, 4)",1
12683,31,6,1 4 8 9 24 25,2,after_1,3,18,21,1,1,3,escaped,1,"(17,1,18)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
12687,31,6,1 4 8 16 24 25,2,after_1,3,18,21,1,1,3,escaped,1,"(19,1,17)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
12689,31,6,1 4 8 20 24 25,2,after_1,3,19,22,1,1,3,escaped,1,"(21,1,22)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
12691,31,6,1 3 4 8 13 24,2,after_1,6,16,22,1,1,6,escaped,1,"(12,1,16)",1,1,5,"(1, 1, 5)",1,"(1, 1, 5)",1
12692,31,6,1 4 8 9 13 24,3,after_2,3,18,21,1,1,3,escaped,1,"(17,1,18)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
12693,31,6,1 4 8 13 24 27,2,after_1,22,2,24,1,1,22,escaped,1,"(1,1,2)",1,1,15,"(1, 1, 15)",1,"(1, 1, 15)",1
12695,31,6,1 4 8 13 24 26,3,after_2,8,9,17,1,1,8,escaped,1,"(6,1,10)",1,1,7,"(1, 1, 7)",1,"(1, 1, 7)",1
12700,31,6,1 4 8 13 24 25,2,after_1,3,18,21,1,1,3,escaped,1,"(15,1,18)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
12703,31,6,1 3 4 10 19 27,2,after_1,12,10,22,1,1,12,escaped,1,"(8,1,10)",1,1,5,"(1, 1, 5)",1,"(1, 1, 5)",1
12706,31,6,1 3 4 10 26 27,2,after_1,7,1,8,1,1,7,escaped,1,"(0,2,3)",1,1,5,"(1, 1, 5)",1,"(1, 1, 5)",1
12707,31,6,1 4 9 10 26 27,2,after_1,13,6,19,1,1,13,escaped,1,"(3,1,6)",1,1,8,"(1, 1, 8)",1,"(1, 1, 8)",1
12711,31,6,1 3 4 9 10 16,2,after_1,11,1,12,1,1,11,escaped,1,"(0,1,1)",1,1,6,"(1, 1, 6)",1,"(1, 1, 6)",1
12716,31,6,1 4 10 16 19 27,2,after_1,3,12,15,1,1,3,escaped,1,"(9,1,12)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
12721,31,6,1 3 4 9 10 17,2,after_1,8,5,13,1,1,8,escaped,1,"(4,1,5)",1,1,4,"(1, 1, 4)",1,"(1, 1, 4)",1
12730,31,6,1 4 10 17 19 26,2,after_1,5,16,21,1,1,5,escaped,1,"(13,1,16)",1,1,4,"(1, 1, 4)",1,"(1, 1, 4)",1
12734,31,6,1 4 10 16 17 19,3,after_2,7,14,21,1,1,7,escaped,1,"(20,2,22)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
12736,31,6,1 3 4 9 10 20,2,after_1,8,3,11,1,1,8,escaped,1,"(2,1,3)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
12737,31,6,1 3 4 10 20 27,2,after_1,14,8,22,1,1,14,escaped,1,"(6,1,8)",1,1,11,"(1, 1, 11)",1,"(1, 1, 11)",1
12740,31,6,1 4 9 10 19 20,3,after_2,9,7,16,1,1,9,escaped,1,"(3,1,7)",1,1,8,"(1, 1, 8)",1,"(1, 1, 8)",1
12745,31,6,1 4 10 19 20 26,3,after_2,17,3,20,1,1,17,escaped,1,"(1,1,3)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
12746,31,6,1 3 4 10 16 20,2,after_1,6,15,21,1,1,6,escaped,1,"(18,1,21)",1,1,4,"(1, 1, 4)",1,"(1, 1, 4)",1
12751,31,6,1 3 4 10 17 20,2,after_1,6,1,7,1,1,6,escaped,1,"(0,1,1)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
12752,31,6,1 4 9 10 17 20,2,after_1,5,19,24,1,1,5,escaped,1,"(17,1,19)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
12758,31,6,1 3 4 10 27 29,2,after_1,6,1,7,1,1,6,escaped,1,"(4,1,7)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
12759,31,6,1 4 9 10 27 29,3,after_2,15,3,18,1,1,15,escaped,1,"(1,1,3)",1,1,6,"(1, 1, 6)",1,"(1, 1, 6)",1
12760,31,6,1 3 4 10 19 29,2,after_1,14,8,22,1,1,14,escaped,1,"(4,1,8)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
12761,31,6,1 4 9 10 19 29,2,after_1,6,1,7,1,1,6,escaped,1,"(0,1,1)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
12767,31,6,1 3 4 10 16 29,2,after_1,12,5,17,1,1,12,escaped,1,"(3,1,5)",1,1,10,"(1, 1, 10)",1,"(1, 1, 10)",1
12768,31,6,1 4 9 10 16 29,2,after_1,13,4,17,1,1,13,escaped,1,"(0,1,4)",1,1,5,"(1, 1, 5)",1,"(1, 1, 5)",1
12771,31,6,1 4 10 16 26 29,2,after_1,9,7,16,1,1,9,escaped,1,"(2,1,7)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
12772,31,6,1 3 4 10 17 29,2,after_1,11,8,19,1,1,11,escaped,1,"(3,1,8)",1,1,5,"(1, 1, 5)",1,"(1, 1, 5)",1
12774,31,6,1 4 10 17 27 29,2,after_1,11,12,23,1,1,11,escaped,1,"(7,1,12)",1,1,5,"(1, 1, 5)",1,"(1, 1, 5)",1
12778,31,6,1 3 4 10 20 29,2,after_1,9,10,19,1,1,9,escaped,1,"(7,1,10)",1,1,4,"(1, 1, 4)",1,"(1, 1, 4)",1
12780,31,6,1 4 10 20 27 29,2,after_1,8,10,18,1,1,8,escaped,1,"(9,1,10)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
12781,31,6,1 4 10 19 20 29,2,after_1,17,5,22,1,1,17,escaped,1,"(4,1,5)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
12783,31,6,1 4 10 16 20 29,2,after_1,12,3,15,1,1,12,escaped,1,"(1,1,3)",1,1,10,"(1, 1, 10)",1,"(1, 1, 10)",1
12784,31,6,1 4 10 17 20 29,2,after_1,13,5,18,1,1,13,escaped,1,"(1,1,5)",1,1,8,"(1, 1, 8)",1,"(1, 1, 8)",1
12788,31,6,1 3 4 10 19 25,2,after_1,8,11,19,1,1,8,escaped,1,"(10,1,11)",1,1,4,"(1, 1, 4)",1,"(1, 1, 4)",1
12793,31,6,1 4 10 25 26 27,2,after_1,6,11,17,1,1,6,escaped,1,"(5,1,12)",1,1,5,"(1, 1, 5)",1,"(1, 1, 5)",1
12795,31,6,1 3 4 10 16 25,2,after_1,10,5,15,1,1,10,escaped,1,"(2,1,5)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
12798,31,6,1 4 10 16 19 25,3,after_2,9,7,16,1,1,9,escaped,1,"(6,1,7)",1,1,7,"(1, 1, 7)",1,"(1, 1, 7)",1
12803,31,6,1 4 10 17 19 25,3,after_2,7,5,12,1,1,7,escaped,1,"(4,1,5)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
12806,31,6,1 3 4 10 20 25,2,after_1,8,14,22,1,1,8,escaped,1,"(15,1,13)",1,1,6,"(1, 1, 6)",1,"(1, 1, 6)",1
12811,31,6,1 4 10 16 20 25,2,after_1,7,16,23,1,1,7,escaped,1,"(15,1,16)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
12812,31,6,1 4 10 17 20 25,2,after_1,8,9,17,1,1,8,escaped,1,"(5,1,9)",1,1,4,"(1, 1, 4)",1,"(1, 1, 4)",1
12814,31,6,1 4 9 10 25 29,2,after_1,8,3,11,1,1,8,escaped,1,"(2,1,3)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
12816,31,6,1 4 10 19 25 29,2,after_1,10,5,15,1,1,10,escaped,1,"(2,1,5)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
12818,31,6,1 4 10 16 25 29,2,after_1,4,3,7,1,1,4,escaped,1,"(4,1,7)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
12819,31,6,1 4 10 17 25 29,2,after_1,13,4,17,1,1,13,escaped,1,"(0,1,4)",1,1,12,"(1, 1, 12)",1,"(1, 1, 12)",1
12820,31,6,1 4 10 20 25 29,2,after_1,13,5,18,1,1,13,escaped,1,"(4,1,5)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
12821,31,6,1 3 4 9 10 13,2,after_1,8,5,13,1,1,8,escaped,1,"(4,1,5)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
12825,31,6,1 4 9 10 13 19,3,after_2,22,1,23,1,1,22,escaped,1,"(0,1,1)",1,1,17,"(1, 1, 17)",1,"(1, 1, 17)",1
12829,31,6,1 4 10 13 26 27,2,after_1,12,7,19,1,1,12,escaped,1,"(6,1,7)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
12831,31,6,1 3 4 10 13 16,2,after_1,10,5,15,1,1,10,escaped,1,"(2,1,5)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
12832,31,6,1 4 9 10 13 16,2,after_1,15,4,19,1,1,15,escaped,1,"(0,1,4)",1,1,5,"(1, 1, 5)",1,"(1, 1, 5)",1
12834,31,6,1 4 10 13 16 19,3,after_2,3,11,14,1,1,3,escaped,1,"(13,1,14)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
12836,31,6,1 3 4 10 13 17,2,after_1,13,11,24,1,1,13,escaped,1,"(9,1,11)",1,1,8,"(1, 1, 8)",1,"(1, 1, 8)",1
12837,31,6,1 4 9 10 13 17,2,after_1,12,10,22,1,1,12,escaped,1,"(7,1,10)",1,1,7,"(1, 1, 7)",1,"(1, 1, 7)",1
12840,31,6,1 4 10 13 17 26,2,after_1,10,5,15,1,1,10,escaped,1,"(4,1,5)",1,1,8,"(1, 1, 8)",1,"(1, 1, 8)",1
