line_no,p,B_size,B,trace_depth,state_label,span,i,j,initial_E,initial_P,initial_L,status,escape_depth,path,final_E,final_P,final_L,final_phi,nodes,best_phi,best_depth
26293,29,7,1 2 9 18 19 21 24,2,after_1,4,4,8,1,1,4,escaped,1,"(3,1,4)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
26296,29,7,1 9 16 18 19 21 24,2,after_1,8,6,14,1,1,8,escaped,1,"(4,1,6)",1,1,5,"(1, 1, 5)",1,"(1, 1, 5)",1
26297,29,7,1 3 9 18 19 21 24,2,after_1,17,3,20,1,1,17,escaped,1,"(2,1,3)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
26298,29,7,1 6 9 18 19 21 24,2,after_1,11,5,16,1,1,11,escaped,1,"(3,1,5)",1,1,7,"(1, 1, 7)",1,"(1, 1, 7)",1
26299,29,7,1 9 12 18 19 21 24,2,after_1,13,7,20,1,1,13,escaped,1,"(4,1,7)",1,1,6,"(1, 1, 6)",1,"(1, 1, 6)",1
26303,29,7,1 2 3 7 8 16 21,2,after_1,6,1,7,1,1,6,escaped,1,"(3,1,7)",1,1,5,"(1, 1, 5)",1,"(1, 1, 5)",1
26305,29,7,1 2 4 6 7 8 21,2,after_1,3,5,8,1,1,3,escaped,1,"(4,1,5)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
26306,29,7,1 2 4 6 7 16 21,2,after_1,3,6,9,1,1,3,escaped,1,"(7,1,9)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
26307,29,7,1 2 6 7 8 16 21,2,after_1,3,6,9,1,1,3,escaped,1,"(7,1,9)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
26308,29,7,1 4 6 7 8 16 21,2,after_1,7,13,20,1,1,7,escaped,1,"(12,1,13)",1,1,4,"(1, 1, 4)",1,"(1, 1, 4)",1
26310,29,7,1 2 3 6 7 8 21,2,after_1,11,7,18,1,1,11,escaped,1,"(4,1,7)",1,1,5,"(1, 1, 5)",1,"(1, 1, 5)",1
26311,29,7,1 3 4 6 7 8 21,1,initial,8,4,12,1,1,8,escaped,1,"(5,1,3)",1,1,4,"(1, 1, 4)",1,"(1, 1, 4)",1
26312,29,7,1 2 3 6 7 16 21,2,after_1,18,1,19,1,1,18,escaped,1,"(0,1,1)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
26313,29,7,1 3 4 6 7 16 21,2,after_1,7,13,20,1,1,7,escaped,1,"(12,1,13)",1,1,4,"(1, 1, 4)",1,"(1, 1, 4)",1
26314,29,7,1 3 6 7 8 16 21,2,after_1,7,13,20,1,1,7,escaped,1,"(12,1,13)",1,1,4,"(1, 1, 4)",1,"(1, 1, 4)",1
26315,29,7,1 2 4 7 8 12 21,2,after_1,14,3,17,1,1,14,escaped,1,"(1,1,3)",1,1,7,"(1, 1, 7)",1,"(1, 1, 7)",1
26319,29,7,1 2 3 4 7 12 21,2,after_1,10,7,17,1,1,10,escaped,1,"(4,1,7)",1,1,9,"(1, 1, 9)",1,"(1, 1, 9)",1
26320,29,7,1 2 3 7 8 12 21,2,after_1,6,9,15,1,1,6,escaped,1,"(7,1,9)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
26321,29,7,1 3 4 7 8 12 21,2,after_1,15,3,18,1,1,15,escaped,1,"(1,1,3)",1,1,5,"(1, 1, 5)",1,"(1, 1, 5)",1
26322,29,7,1 2 3 7 12 16 21,2,after_1,7,13,20,1,1,7,escaped,1,"(9,1,13)",1,1,5,"(1, 1, 5)",1,"(1, 1, 5)",1
26323,29,7,1 3 4 7 12 16 21,2,after_1,14,1,15,1,1,14,escaped,1,"(0,1,1)",1,1,8,"(1, 1, 8)",1,"(1, 1, 8)",1
26324,29,7,1 3 7 8 12 16 21,2,after_1,14,1,15,1,1,14,escaped,1,"(0,1,1)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
26326,29,7,1 2 6 7 8 12 21,2,after_1,4,3,7,1,1,4,escaped,1,"(5,2,7)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
26328,29,7,1 2 6 7 12 16 21,2,after_1,5,1,6,1,1,5,escaped,1,"(4,1,6)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
26331,29,7,1 2 3 6 7 12 21,2,after_1,17,2,19,1,1,17,escaped,1,"(0,1,2)",1,1,16,"(1, 1, 16)",1,"(1, 1, 16)",1
26332,29,7,1 3 4 6 7 12 21,2,after_1,6,6,12,1,1,6,escaped,1,"(7,1,5)",1,1,4,"(1, 1, 4)",1,"(1, 1, 4)",1
26334,29,7,1 3 6 7 12 16 21,2,after_1,5,4,9,1,1,5,escaped,1,"(3,1,4)",1,1,4,"(1, 1, 4)",1,"(1, 1, 4)",1
26335,29,7,1 2 4 7 8 21 24,2,after_1,15,4,19,1,1,15,escaped,1,"(1,1,4)",1,1,8,"(1, 1, 8)",1,"(1, 1, 8)",1
26339,29,7,1 2 3 4 7 21 24,2,after_1,16,2,18,1,1,16,escaped,1,"(0,1,2)",1,1,15,"(1, 1, 15)",1,"(1, 1, 15)",1
26340,29,7,1 2 3 7 8 21 24,2,after_1,16,2,18,1,1,16,escaped,1,"(1,1,2)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
26342,29,7,1 2 3 7 16 21 24,2,after_1,6,2,8,1,1,6,escaped,1,"(0,1,2)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
26343,29,7,1 3 4 7 16 21 24,2,after_1,8,6,14,1,1,8,escaped,1,"(1,1,6)",1,1,7,"(1, 1, 7)",1,"(1, 1, 7)",1
26344,29,7,1 3 7 8 16 21 24,2,after_1,8,6,14,1,1,8,escaped,1,"(4,1,6)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
26347,29,7,1 4 6 7 8 21 24,2,after_1,9,11,20,1,1,9,escaped,1,"(5,1,11)",1,1,4,"(1, 1, 4)",1,"(1, 1, 4)",1
26348,29,7,1 2 6 7 16 21 24,2,after_1,11,4,15,1,1,11,escaped,1,"(0,1,4)",1,1,10,"(1, 1, 10)",1,"(1, 1, 10)",1
26349,29,7,1 4 6 7 16 21 24,2,after_1,8,6,14,1,1,8,escaped,1,"(5,1,6)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
26350,29,7,1 6 7 8 16 21 24,2,after_1,8,2,10,1,1,8,escaped,1,"(0,1,2)",1,1,5,"(1, 1, 5)",1,"(1, 1, 5)",1
26351,29,7,1 2 3 6 7 21 24,2,after_1,9,11,20,1,1,9,escaped,1,"(6,1,11)",1,1,5,"(1, 1, 5)",1,"(1, 1, 5)",1
26352,29,7,1 3 4 6 7 21 24,2,after_1,8,4,12,1,1,8,escaped,1,"(3,1,4)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
26353,29,7,1 3 6 7 8 21 24,2,after_1,8,4,12,1,1,8,escaped,1,"(0,1,4)",1,1,7,"(1, 1, 7)",1,"(1, 1, 7)",1
26354,29,7,1 3 6 7 16 21 24,2,after_1,8,6,14,1,1,8,escaped,1,"(5,1,6)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
26357,29,7,1 4 7 8 12 21 24,2,after_1,14,7,21,1,1,14,escaped,1,"(1,1,18)",1,1,6,"(1, 1, 6)",1,"(1, 1, 6)",1
26358,29,7,1 2 7 12 16 21 24,2,after_1,6,4,10,1,1,6,escaped,1,"(3,1,4)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
26359,29,7,1 4 7 12 16 21 24,2,after_1,18,1,19,1,1,18,escaped,1,"(0,1,1)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
26360,29,7,1 7 8 12 16 21 24,2,after_1,12,2,14,1,1,12,escaped,1,"(1,1,2)",1,1,4,"(1, 1, 4)",1,"(1, 1, 4)",1
26361,29,7,1 2 3 7 12 21 24,2,after_1,6,4,10,1,1,6,escaped,1,"(3,1,4)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
26364,29,7,1 3 7 12 16 21 24,2,after_1,5,6,11,1,1,5,escaped,1,"(0,1,6)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
26373,29,7,1 4 7 8 16 19 21,2,after_1,3,13,16,1,1,3,escaped,1,"(12,1,13)",1,1,2,"(1, 1, 2)",1,"(1, 1, 2)",1
26376,29,7,1 3 4 7 8 19 21,2,after_1,11,2,13,1,1,11,escaped,1,"(0,1,2)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
26377,29,7,1 2 3 7 16 19 21,2,after_1,4,8,12,1,1,4,escaped,1,"(6,2,8)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
26380,29,7,1 2 4 6 7 19 21,2,after_1,4,8,12,1,1,4,escaped,1,"(11,1,12)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
26381,29,7,1 2 6 7 8 19 21,2,after_1,4,8,12,1,1,4,escaped,1,"(11,1,12)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
26384,29,7,1 4 6 7 16 19 21,2,after_1,11,9,20,1,1,11,escaped,1,"(7,1,9)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
26385,29,7,1 6 7 8 16 19 21,2,after_1,11,9,20,1,1,11,escaped,1,"(7,1,9)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
26386,29,7,1 2 3 6 7 19 21,2,after_1,12,5,17,1,1,12,escaped,1,"(2,1,5)",1,1,8,"(1, 1, 8)",1,"(1, 1, 8)",1
26389,29,7,1 3 6 7 16 19 21,2,after_1,4,12,16,1,1,4,escaped,1,"(13,1,11)",1,1,2,"(1, 1, 2)",1,"(1, 1, 2)",1
26392,29,7,1 4 7 8 12 19 21,2,after_1,14,4,18,1,1,14,escaped,1,"(2,1,4)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
26394,29,7,1 4 7 12 16 19 21,2,after_1,2,13,15,1,1,2,escaped,1,"(8,1,13)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
26395,29,7,1 7 8 12 16 19 21,2,after_1,2,13,15,1,1,2,escaped,1,"(8,1,13)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
26396,29,7,1 2 3 7 12 19 21,2,after_1,8,4,12,1,1,8,escaped,1,"(5,1,3)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
26397,29,7,1 3 4 7 12 19 21,2,after_1,2,8,10,1,1,2,escaped,1,"(9,1,10)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
26398,29,7,1 3 7 8 12 19 21,2,after_1,2,8,10,1,1,2,escaped,1,"(9,1,10)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
26400,29,7,1 2 6 7 12 19 21,2,after_1,3,6,9,1,1,3,escaped,1,"(7,1,9)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
26401,29,7,1 4 6 7 12 19 21,2,after_1,2,9,11,1,1,2,escaped,1,"(9,1,11)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
26407,29,7,1 4 7 8 19 21 24,2,after_1,9,6,15,1,1,9,escaped,1,"(3,1,6)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
26408,29,7,1 2 7 16 19 21 24,2,after_1,11,3,14,1,1,11,escaped,1,"(1,1,3)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
26409,29,7,1 4 7 16 19 21 24,2,after_1,10,9,19,1,1,10,escaped,1,"(8,1,9)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
26410,29,7,1 7 8 16 19 21 24,2,after_1,10,9,19,1,1,10,escaped,1,"(8,1,9)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
26414,29,7,1 3 7 16 19 21 24,2,after_1,4,10,14,1,1,4,escaped,1,"(8,1,10)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
26416,29,7,1 4 6 7 19 21 24,2,after_1,12,7,19,1,1,12,escaped,1,"(5,1,7)",1,1,2,"(1, 1, 2)",1,"(1, 1, 2)",1
26417,29,7,1 6 7 8 19 21 24,2,after_1,12,7,19,1,1,12,escaped,1,"(5,1,7)",1,1,2,"(1, 1, 2)",1,"(1, 1, 2)",1
26418,29,7,1 6 7 16 19 21 24,2,after_1,8,5,13,1,1,8,escaped,1,"(4,1,5)",1,1,6,"(1, 1, 6)",1,"(1, 1, 6)",1
26421,29,7,1 4 7 12 19 21 24,2,after_1,14,5,19,1,1,14,escaped,1,"(0,1,5)",1,1,10,"(1, 1, 10)",1,"(1, 1, 10)",1
26422,29,7,1 7 8 12 19 21 24,2,after_1,14,5,19,1,1,14,escaped,1,"(0,1,17)",1,1,13,"(1, 1, 13)",1,"(1, 1, 13)",1
26424,29,7,1 3 7 12 19 21 24,2,after_1,15,3,18,1,1,15,escaped,1,"(2,1,3)",1,1,8,"(1, 1, 8)",1,"(1, 1, 8)",1
26427,29,7,1 2 4 7 9 16 21,2,after_1,14,1,15,1,1,14,escaped,1,"(1,1,19)",1,1,11,"(1, 1, 11)",1,"(1, 1, 11)",1
26428,29,7,1 2 7 8 9 16 21,2,after_1,14,1,15,1,1,14,escaped,1,"(0,1,1)",1,1,12,"(1, 1, 12)",1,"(1, 1, 12)",1
26429,29,7,1 4 7 8 9 16 21,2,after_1,7,12,19,1,1,7,escaped,1,"(11,1,12)",1,1,4,"(1, 1, 4)",1,"(1, 1, 4)",1
26430,29,7,1 2 3 4 7 9 21,2,after_1,6,2,8,1,1,6,escaped,1,"(1,1,2)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
26431,29,7,1 2 3 7 8 9 21,2,after_1,12,6,18,1,1,12,escaped,1,"(1,1,16)",1,1,11,"(1, 1, 11)",1,"(1, 1, 11)",1
26433,29,7,1 2 3 7 9 16 21,2,after_1,14,4,18,1,1,14,escaped,1,"(0,1,4)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
26434,29,7,1 3 4 7 9 16 21,2,after_1,7,13,20,1,1,7,escaped,1,"(12,1,13)",1,1,4,"(1, 1, 4)",1,"(1, 1, 4)",1
26436,29,7,1 2 4 6 7 9 21,2,after_1,11,4,15,1,1,11,escaped,1,"(3,1,4)",1,1,8,"(1, 1, 8)",1,"(1, 1, 8)",1
26437,29,7,1 2 6 7 8 9 21,2,after_1,11,2,13,1,1,11,escaped,1,"(1,1,2)",1,1,6,"(1, 1, 6)",1,"(1, 1, 6)",1
26438,29,7,1 4 6 7 8 9 21,2,after_1,10,4,14,1,1,10,escaped,1,"(1,1,4)",1,1,6,"(1, 1, 6)",1,"(1, 1, 6)",1
26439,29,7,1 2 6 7 9 16 21,2,after_1,12,6,18,1,1,12,escaped,1,"(0,1,10)",1,1,8,"(1, 1, 8)",1,"(1, 1, 8)",1
26440,29,7,1 4 6 7 9 16 21,2,after_1,7,13,20,1,1,7,escaped,1,"(8,1,13)",1,1,6,"(1, 1, 6)",1,"(1, 1, 6)",1
26441,29,7,1 6 7 8 9 16 21,2,after_1,7,13,20,1,1,7,escaped,1,"(8,1,13)",1,1,6,"(1, 1, 6)",1,"(1, 1, 6)",1
26442,29,7,1 2 3 6 7 9 21,2,after_1,5,4,9,1,1,5,escaped,1,"(0,1,4)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
26443,29,7,1 3 4 6 7 9 21,2,after_1,5,5,10,1,1,5,escaped,1,"(4,1,5)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
26444,29,7,1 3 6 7 8 9 21,2,after_1,9,3,12,1,1,9,escaped,1,"(7,1,0)",1,1,4,"(1, 1, 4)",1,"(1, 1, 4)",1
26446,29,7,1 2 4 7 9 12 21,2,after_1,4,4,8,1,1,4,escaped,1,"(1,1,4)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
26447,29,7,1 2 7 8 9 12 21,2,after_1,4,4,8,1,1,4,escaped,1,"(1,1,4)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
26449,29,7,1 2 7 9 12 16 21,2,after_1,4,5,9,1,1,4,escaped,1,"(7,1,9)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
26450,29,7,1 4 7 9 12 16 21,2,after_1,7,13,20,1,1,7,escaped,1,"(9,1,13)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
26452,29,7,1 2 3 7 9 12 21,2,after_1,7,4,11,1,1,7,escaped,1,"(2,1,4)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
26453,29,7,1 3 4 7 9 12 21,2,after_1,6,5,11,1,1,6,escaped,1,"(4,1,5)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
26454,29,7,1 3 7 8 9 12 21,2,after_1,8,7,15,1,1,8,escaped,1,"(5,1,7)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
26455,29,7,1 3 7 9 12 16 21,2,after_1,8,2,10,1,1,8,escaped,1,"(1,1,2)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
26456,29,7,1 2 6 7 9 12 21,2,after_1,5,7,12,1,1,5,escaped,1,"(6,1,7)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
26457,29,7,1 4 6 7 9 12 21,2,after_1,8,2,10,1,1,8,escaped,1,"(1,1,2)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
26458,29,7,1 6 7 8 9 12 21,2,after_1,5,2,7,1,1,5,escaped,1,"(6,1,7)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
26463,29,7,1 4 7 8 9 21 24,2,after_1,15,5,20,1,1,15,escaped,1,"(1,1,5)",1,1,13,"(1, 1, 13)",1,"(1, 1, 13)",1
26467,29,7,1 2 3 7 9 21 24,2,after_1,5,8,13,1,1,5,escaped,1,"(10,1,13)",1,1,2,"(1, 1, 2)",1,"(1, 1, 2)",1
26470,29,7,1 3 7 9 16 21 24,2,after_1,4,4,8,1,1,4,escaped,1,"(4,1,10)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
26471,29,7,1 2 6 7 9 21 24,2,after_1,9,4,13,1,1,9,escaped,1,"(3,1,4)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
26476,29,7,1 2 7 9 12 21 24,2,after_1,4,6,10,1,1,4,escaped,1,"(5,1,6)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
26477,29,7,1 4 7 9 12 21 24,2,after_1,8,10,18,1,1,8,escaped,1,"(8,1,10)",1,1,4,"(1, 1, 4)",1,"(1, 1, 4)",1
26478,29,7,1 7 8 9 12 21 24,2,after_1,8,10,18,1,1,8,escaped,1,"(8,1,10)",1,1,4,"(1, 1, 4)",1,"(1, 1, 4)",1
26479,29,7,1 7 9 12 16 21 24,1,initial,11,3,14,1,1,11,escaped,1,"(1,1,3)",1,1,8,"(1, 1, 8)",1,"(1, 1, 8)",1
26481,29,7,1 6 7 9 12 21 24,2,after_1,8,7,15,1,1,8,escaped,1,"(4,1,7)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
26482,29,7,1 2 4 7 9 19 21,2,after_1,4,8,12,1,1,4,escaped,1,"(7,1,8)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
26483,29,7,1 2 7 8 9 19 21,2,after_1,4,8,12,1,1,4,escaped,1,"(7,1,8)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
26484,29,7,1 4 7 8 9 19 21,1,initial,4,8,12,1,1,4,escaped,1,"(7,1,8)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
26486,29,7,1 4 7 9 16 19 21,2,after_1,4,6,10,1,1,4,escaped,1,"(3,1,6)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
26488,29,7,1 2 3 7 9 19 21,2,after_1,4,8,12,1,1,4,escaped,1,"(13,1,11)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
26489,29,7,1 3 4 7 9 19 21,2,after_1,13,5,18,1,1,13,escaped,1,"(3,1,5)",1,1,5,"(1, 1, 5)",1,"(1, 1, 5)",1
26490,29,7,1 3 7 8 9 19 21,2,after_1,13,5,18,1,1,13,escaped,1,"(0,1,5)",1,1,12,"(1, 1, 12)",1,"(1, 1, 12)",1
26491,29,7,1 3 7 9 16 19 21,2,after_1,11,9,20,1,1,11,escaped,1,"(3,1,15)",1,1,9,"(1, 1, 9)",1,"(1, 1, 9)",1
26492,29,7,1 2 6 7 9 19 21,2,after_1,4,7,11,1,1,4,escaped,1,"(6,1,7)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
26493,29,7,1 4 6 7 9 19 21,2,after_1,4,6,10,1,1,4,escaped,1,"(7,1,5)",1,1,2,"(1, 1, 2)",1,"(1, 1, 2)",1
26494,29,7,1 6 7 8 9 19 21,2,after_1,4,8,12,1,1,4,escaped,1,"(9,1,7)",1,1,2,"(1, 1, 2)",1,"(1, 1, 2)",1
26496,29,7,1 3 6 7 9 19 21,2,after_1,4,8,12,1,1,4,escaped,1,"(13,1,11)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
26498,29,7,1 4 7 9 12 19 21,2,after_1,12,9,21,1,1,12,escaped,1,"(7,1,9)",1,1,4,"(1, 1, 4)",1,"(1, 1, 4)",1
26499,29,7,1 7 8 9 12 19 21,2,after_1,8,11,19,1,1,8,escaped,1,"(20,1,17)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
26505,29,7,1 7 8 9 19 21 24,2,after_1,13,7,20,1,1,13,escaped,1,"(1,1,17)",1,1,7,"(1, 1, 7)",1,"(1, 1, 7)",1
26506,29,7,1 7 9 16 19 21 24,2,after_1,15,2,17,1,1,15,escaped,1,"(0,1,2)",1,1,10,"(1, 1, 10)",1,"(1, 1, 10)",1
26507,29,7,1 3 7 9 19 21 24,2,after_1,4,9,13,1,1,4,escaped,1,"(9,1,17)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
26508,29,7,1 6 7 9 19 21 24,2,after_1,4,6,10,1,1,4,escaped,1,"(3,1,6)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
26509,29,7,1 7 9 12 19 21 24,2,after_1,13,7,20,1,1,13,escaped,1,"(4,1,7)",1,1,6,"(1, 1, 6)",1,"(1, 1, 6)",1
26511,29,7,1 2 4 7 16 18 21,2,after_1,3,6,9,1,1,3,escaped,1,"(4,1,6)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
26512,29,7,1 2 7 8 16 18 21,2,after_1,3,6,9,1,1,3,escaped,1,"(4,1,6)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
26513,29,7,1 4 7 8 16 18 21,2,after_1,13,8,21,1,1,13,escaped,1,"(2,1,8)",1,1,10,"(1, 1, 10)",1,"(1, 1, 10)",1
26514,29,7,1 2 3 4 7 18 21,2,after_1,17,3,20,1,1,17,escaped,1,"(0,1,18)",1,1,16,"(1, 1, 16)",1,"(1, 1, 16)",1
26515,29,7,1 2 3 7 8 18 21,2,after_1,17,3,20,1,1,17,escaped,1,"(1,1,3)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
26517,29,7,1 2 3 7 16 18 21,2,after_1,7,13,20,1,1,7,escaped,1,"(9,1,13)",1,1,6,"(1, 1, 6)",1,"(1, 1, 6)",1
26518,29,7,1 3 4 7 16 18 21,2,after_1,18,2,20,1,1,18,escaped,1,"(0,1,18)",1,1,7,"(1, 1, 7)",1,"(1, 1, 7)",1
26519,29,7,1 3 7 8 16 18 21,2,after_1,18,2,20,1,1,18,escaped,1,"(1,1,2)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
26520,29,7,1 2 4 6 7 18 21,2,after_1,11,9,20,1,1,11,escaped,1,"(7,1,9)",1,1,9,"(1, 1, 9)",1,"(1, 1, 9)",1
26522,29,7,1 4 6 7 8 18 21,2,after_1,2,9,11,1,1,2,escaped,1,"(8,1,9)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
26523,29,7,1 2 6 7 16 18 21,2,after_1,7,13,20,1,1,7,escaped,1,"(10,1,13)",1,1,2,"(1, 1, 2)",1,"(1, 1, 2)",1
26524,29,7,1 4 6 7 16 18 21,2,after_1,9,4,13,1,1,9,escaped,1,"(3,1,4)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
26525,29,7,1 6 7 8 16 18 21,2,after_1,9,4,13,1,1,9,escaped,1,"(0,1,4)",1,1,7,"(1, 1, 7)",1,"(1, 1, 7)",1
26526,29,7,1 2 3 6 7 18 21,2,after_1,2,9,11,1,1,2,escaped,1,"(7,1,9)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
26527,29,7,1 3 4 6 7 18 21,2,after_1,8,8,16,1,1,8,escaped,1,"(3,1,13)",1,1,5,"(1, 1, 5)",1,"(1, 1, 5)",1
26528,29,7,1 3 6 7 8 18 21,2,after_1,8,8,16,1,1,8,escaped,1,"(3,1,13)",1,1,5,"(1, 1, 5)",1,"(1, 1, 5)",1
26532,29,7,1 4 7 8 12 18 21,2,after_1,7,9,16,1,1,7,escaped,1,"(15,1,16)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
26534,29,7,1 4 7 12 16 18 21,2,after_1,16,5,21,1,1,16,escaped,1,"(0,1,19)",1,1,4,"(1, 1, 4)",1,"(1, 1, 4)",1
26536,29,7,1 2 3 7 12 18 21,2,after_1,8,7,15,1,1,8,escaped,1,"(3,1,10)",1,1,5,"(1, 1, 5)",1,"(1, 1, 5)",1
26537,29,7,1 3 4 7 12 18 21,2,after_1,17,2,19,1,1,17,escaped,1,"(0,1,2)",1,1,7,"(1, 1, 7)",1,"(1, 1, 7)",1
26538,29,7,1 3 7 8 12 18 21,2,after_1,7,3,10,1,1,7,escaped,1,"(1,1,3)",0,0,0,"(0, 0, 0)",1,"(0, 0, 0)",1
26539,29,7,1 3 7 12 16 18 21,2,after_1,7,13,20,1,1,7,escaped,1,"(10,1,13)",1,1,5,"(1, 1, 5)",1,"(1, 1, 5)",1
26540,29,7,1 2 6 7 12 18 21,2,after_1,5,1,6,1,1,5,escaped,1,"(7,1,5)",1,1,4,"(1, 1, 4)",1,"(1, 1, 4)",1
26542,29,7,1 6 7 8 12 18 21,2,after_1,7,6,13,1,1,7,escaped,1,"(4,1,6)",1,1,4,"(1, 1, 4)",1,"(1, 1, 4)",1
26544,29,7,1 3 6 7 12 18 21,2,after_1,9,2,11,1,1,9,escaped,1,"(1,1,2)",1,1,7,"(1, 1, 7)",1,"(1, 1, 7)",1
26545,29,7,1 2 4 7 18 21 24,2,after_1,3,7,10,1,1,3,escaped,1,"(9,1,10)",1,1,2,"(1, 1, 2)",1,"(1, 1, 2)",1
26546,29,7,1 2 7 8 18 21 24,2,after_1,3,6,9,1,1,3,escaped,1,"(8,1,9)",1,1,2,"(1, 1, 2)",1,"(1, 1, 2)",1
26547,29,7,1 4 7 8 18 21 24,2,after_1,12,7,19,1,1,12,escaped,1,"(6,1,7)",1,1,3,"(1, 1, 3)",1,"(1, 1, 3)",1
26548,29,7,1 2 7 16 18 21 24,2,after_1,11,4,15,1,1,11,escaped,1,"(1,1,4)",1,1,7,"(1, 1, 7)",1,"(1, 1, 7)",1
26549,29,7,1 4 7 16 18 21 24,2,after_1,16,2,18,1,1,16,escaped,1,"(0,1,2)",1,1,15,"(1, 1, 15)",1,"(1, 1, 15)",1
26550,29,7,1 7 8 16 18 21 24,2,after_1,16,2,18,1,1,16,escaped,1,"(1,1,2)",1,1,10,"(1, 1, 10)",1,"(1, 1, 10)",1
